uuid,displayname,displayIcon,contentTierUuid,language
3fc40900-4d9d-c22f-c0f6-e0b53827ef83,Stinger Resplandor,https://media.valorant-api.com/weaponskins/3fc40900-4d9d-c22f-c0f6-e0b53827ef83/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
bf7e260f-407e-9e16-e47e-ba921c10f046,Stinger .SYS,https://media.valorant-api.com/weaponskins/bf7e260f-407e-9e16-e47e-ba921c10f046/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,es-MX
338e3ee3-4927-733f-32b6-bcac795d23ac,Stinger Prismática II,https://media.valorant-api.com/weaponskins/338e3ee3-4927-733f-32b6-bcac795d23ac/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
5740a0f6-4f9a-c38b-db63-1a935e4bad92,Stinger Acuática,https://media.valorant-api.com/weaponskins/5740a0f6-4f9a-c38b-db63-1a935e4bad92/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
598bb272-4bfd-ae82-0242-6490cc6f721e,Stinger Couture,,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
cfbcbbcb-4d51-94cb-2efb-9fbb0d655b45,Stinger Signature,https://media.valorant-api.com/weaponskins/cfbcbbcb-4d51-94cb-2efb-9fbb0d655b45/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
7fa8b218-4943-e745-f62f-a9b666bdc10b,Stinger Overdrive,https://media.valorant-api.com/weaponskins/7fa8b218-4943-e745-f62f-a9b666bdc10b/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
847fe9da-45cc-21d4-0138-7aa4d8b31d8e,Stinger Bosque Místico,https://media.valorant-api.com/weaponskins/847fe9da-45cc-21d4-0138-7aa4d8b31d8e/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,es-MX
92f1dd4b-47f5-2088-9370-f89857962bc2,Stinger Lunera,https://media.valorant-api.com/weaponskins/92f1dd4b-47f5-2088-9370-f89857962bc2/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
2b7f65f7-4e85-becc-5f3d-39961f937b79,Stinger Libretto,https://media.valorant-api.com/weaponskins/2b7f65f7-4e85-becc-5f3d-39961f937b79/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
9d7ed392-4c4c-b1c4-7232-3cbb07b2e133,Stinger Fantabuloso,https://media.valorant-api.com/weaponskins/9d7ed392-4c4c-b1c4-7232-3cbb07b2e133/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
d25dfdc4-4fce-e121-88ef-66b5dadeee09,Diseño favorito aleatorio,https://media.valorant-api.com/weaponskins/d25dfdc4-4fce-e121-88ef-66b5dadeee09/displayicon.png,,es-MX
1cd6f578-483b-37a1-a7ef-9a907fac416a,Stinger Sakura,https://media.valorant-api.com/weaponskins/1cd6f578-483b-37a1-a7ef-9a907fac416a/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,es-MX
46c8b165-4ba5-d42c-79e9-4fba8951ca48,Stinger Esquema,https://media.valorant-api.com/weaponskins/46c8b165-4ba5-d42c-79e9-4fba8951ca48/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
3d6eb464-4193-a8c6-5aff-d593520163b3,Stinger Plaga de Licaón,https://media.valorant-api.com/weaponskins/3d6eb464-4193-a8c6-5aff-d593520163b3/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,es-MX
7858961c-47ae-f109-2f70-f0b78ea99aaf,Stinger Transición,https://media.valorant-api.com/weaponskins/7858961c-47ae-f109-2f70-f0b78ea99aaf/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,es-MX
8fb27bb1-4080-581d-bcd3-53ae01861654,Stinger Soberana,https://media.valorant-api.com/weaponskins/8fb27bb1-4080-581d-bcd3-53ae01861654/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,es-MX
51e2b876-4339-521d-8d68-9aaec119bc1f,Stinger Caballería,https://media.valorant-api.com/weaponskins/51e2b876-4339-521d-8d68-9aaec119bc1f/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,es-MX
940fb417-4a9c-3004-41f5-3e8f1f4178b2,Stinger Estándar,https://media.valorant-api.com/weaponskins/940fb417-4a9c-3004-41f5-3e8f1f4178b2/displayicon.png,,es-MX
3760761d-4be6-bc25-d9a8-a0b9137651fd,Stinger Colapso,https://media.valorant-api.com/weaponskins/3760761d-4be6-bc25-d9a8-a0b9137651fd/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
e1297b8f-4374-3131-27a9-38bb0eda1c0d,Stinger Oceánica,https://media.valorant-api.com/weaponskins/e1297b8f-4374-3131-27a9-38bb0eda1c0d/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
8fe5ebbc-4ce7-a248-9766-288441706e0a,Stinger Ego,https://media.valorant-api.com/weaponskins/8fe5ebbc-4ce7-a248-9766-288441706e0a/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,es-MX
26fbcf26-4135-b8e3-277e-8a9c27e3d34d,Stinger Barniz,https://media.valorant-api.com/weaponskins/26fbcf26-4135-b8e3-277e-8a9c27e3d34d/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,es-MX
58442f45-4783-42a2-f4cb-789a27555889,Cuchillo Fuerzas Especiales 809,https://media.valorant-api.com/weaponskins/58442f45-4783-42a2-f4cb-789a27555889/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
9fb366b6-46df-a722-0cf2-9c9b85936f17,Cuchilla RGX 11z Pro,https://media.valorant-api.com/weaponskins/9fb366b6-46df-a722-0cf2-9c9b85936f17/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
03de6b1a-4497-72e8-ae0c-2984b2e7e2b9,Firefly RGX 11z Pro,https://media.valorant-api.com/weaponskins/03de6b1a-4497-72e8-ae0c-2984b2e7e2b9/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
1bc43715-4679-3f9d-ffc1-d69b373407cc,Cuchillo Manopla Altitud,https://media.valorant-api.com/weaponskins/1bc43715-4679-3f9d-ffc1-d69b373407cc/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c5482640-4652-6948-29c6-769e8198db27,Cuchillo Xenocazador,https://media.valorant-api.com/weaponskins/c5482640-4652-6948-29c6-769e8198db27/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
050aa35d-41b7-241c-d0b5-23b53ab0769a,Cuchilla Intergrado,https://media.valorant-api.com/weaponskins/050aa35d-41b7-241c-d0b5-23b53ab0769a/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
9103fdf7-4361-5ac5-37ae-7cb51f13f45d,Cuchillo VALORANT GO! Vol. 1,https://media.valorant-api.com/weaponskins/9103fdf7-4361-5ac5-37ae-7cb51f13f45d/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
d034911c-45a6-1ce4-e6f5-4cbe57e9d4f1,Peine mariposa elegante de Yoru,https://media.valorant-api.com/weaponskins/d034911c-45a6-1ce4-e6f5-4cbe57e9d4f1/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
a486efac-4415-1bfa-68d1-19bca9968101,Biocosechador Araxys,https://media.valorant-api.com/weaponskins/a486efac-4415-1bfa-68d1-19bca9968101/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c3f1c9d6-441b-7def-1bf2-2c82719a4de8,Ancla Neptuno,https://media.valorant-api.com/weaponskins/c3f1c9d6-441b-7def-1bf2-2c82719a4de8/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
f0ba8044-4964-ba1f-7f0f-e68dc2118d42,Power Fist,https://media.valorant-api.com/weaponskins/f0ba8044-4964-ba1f-7f0f-e68dc2118d42/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
f91a1dd8-4f5f-bce4-f01d-4da95322c485,Furia de Gaia,https://media.valorant-api.com/weaponskins/f91a1dd8-4f5f-bce4-f01d-4da95322c485/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
4fc1bb49-4847-7262-8cfe-fcaf0f62f0d1,Furia de Gaia,https://media.valorant-api.com/weaponskins/4fc1bb49-4847-7262-8cfe-fcaf0f62f0d1/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c4cb8c3b-4cb8-0260-609b-9a922a817a8f,Cuchillo de Combate MK. VII Liberty,https://media.valorant-api.com/weaponskins/c4cb8c3b-4cb8-0260-609b-9a922a817a8f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
400bb847-4f4f-a39e-cd52-589f00b2204f,Pulso,https://media.valorant-api.com/weaponskins/400bb847-4f4f-a39e-cd52-589f00b2204f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
8330a4c0-4e98-1cb7-9695-6b998b77138d,Obsidiana,https://media.valorant-api.com/weaponskins/8330a4c0-4e98-1cb7-9695-6b998b77138d/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
093e3c69-4e14-6f75-1ee4-fc92efb91f9a,Cuchillo Compuesto,https://media.valorant-api.com/weaponskins/093e3c69-4e14-6f75-1ee4-fc92efb91f9a/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
1ea64c8d-43c4-fce8-7354-01bdd6c0ee17,Karambit Champions 2021,https://media.valorant-api.com/weaponskins/1ea64c8d-43c4-fce8-7354-01bdd6c0ee17/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6946cd0e-4e4a-ec4f-9238-dfb71715722b,Cuchillo mariposa Champions 2022,https://media.valorant-api.com/weaponskins/6946cd0e-4e4a-ec4f-9238-dfb71715722b/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
27f27500-491c-32d4-1db6-1f85e479c103,Kunai Champions 2023,https://media.valorant-api.com/weaponskins/27f27500-491c-32d4-1db6-1f85e479c103/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
ac687fc4-40c5-4c41-6a7c-5eb59adabd60,Filo Creciente Origen,https://media.valorant-api.com/weaponskins/ac687fc4-40c5-4c41-6a7c-5eb59adabd60/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
31309f0b-49cd-295c-490d-96821a21c72f,Cuchillo Atacante,https://media.valorant-api.com/weaponskins/31309f0b-49cd-295c-490d-96821a21c72f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
71020826-483d-34f8-8da7-928f87942c10,Bate de Béisbol Crisis Radiante 001,https://media.valorant-api.com/weaponskins/71020826-483d-34f8-8da7-928f87942c10/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
a4c41553-4ba5-efee-5685-7a9f0cdf7878,Cuchillo Nebuloso,https://media.valorant-api.com/weaponskins/a4c41553-4ba5-efee-5685-7a9f0cdf7878/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c91e4850-4d32-3b12-f411-3e9f644ea616,Hack,https://media.valorant-api.com/weaponskins/c91e4850-4d32-3b12-f411-3e9f644ea616/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
ddc025b2-475f-889a-2800-80b4215582bc,Daga Glitchpop,https://media.valorant-api.com/weaponskins/ddc025b2-475f-889a-2800-80b4215582bc/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
f0c42e14-4a92-132d-dfd4-cbbef103340c,Hacha Glitchpop,https://media.valorant-api.com/weaponskins/f0c42e14-4a92-132d-dfd4-cbbef103340c/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
1b8de6d7-4f37-7170-acd7-e78829f7959a,Terminus A Quo,https://media.valorant-api.com/weaponskins/1b8de6d7-4f37-7170-acd7-e78829f7959a/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
4b66c44e-4b97-aa19-5c9c-fe837abaa95a,Martillo Piroclástico,https://media.valorant-api.com/weaponskins/4b66c44e-4b97-aa19-5c9c-fe837abaa95a/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
cd6ce089-43fa-c4dc-3f8f-0391cb604b5d,Caeruleus,https://media.valorant-api.com/weaponskins/cd6ce089-43fa-c4dc-3f8f-0391cb604b5d/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6e0496c1-4c98-7abe-16c4-7ca3653e5cd8,Filo del Caos,https://media.valorant-api.com/weaponskins/6e0496c1-4c98-7abe-16c4-7ca3653e5cd8/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
94b40026-4efb-39ea-69d7-fca60be39c56,Daga Llamantigua,https://media.valorant-api.com/weaponskins/94b40026-4efb-39ea-69d7-fca60be39c56/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
d7eaba36-4f20-9685-7c5a-dabe6d31d81c,Filo Imperium,https://media.valorant-api.com/weaponskins/d7eaba36-4f20-9685-7c5a-dabe6d31d81c/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
151ee26c-4e82-e7ca-dad1-099e7fb34774,Cuchillo Singularidad,https://media.valorant-api.com/weaponskins/151ee26c-4e82-e7ca-dad1-099e7fb34774/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6417e12d-4f03-13d4-8704-20bf3a1bcb5b,Filo de Serket,,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
45129867-4977-e2a5-bead-cb828101b623,Acero Melódico,https://media.valorant-api.com/weaponskins/45129867-4977-e2a5-bead-cb828101b623/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
1f81e40e-460a-75fd-fb38-5f90b6fbb596,Guantelete Cromo,https://media.valorant-api.com/weaponskins/1f81e40e-460a-75fd-fb38-5f90b6fbb596/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
9a98f7dd-426c-603e-0569-e9b317c25ee4,Misericórdia VCT LOCK//IN,https://media.valorant-api.com/weaponskins/9a98f7dd-426c-603e-0569-e9b317c25ee4/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
24cf2882-48c7-f287-155a-a4b6b083baa4,Espada Mente Colmena,https://media.valorant-api.com/weaponskins/24cf2882-48c7-f287-155a-a4b6b083baa4/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
2640e9a6-415f-4c3e-cac0-16a24edb41c0,Cuchillo Venturi,https://media.valorant-api.com/weaponskins/2640e9a6-415f-4c3e-cac0-16a24edb41c0/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
ed792f00-43a7-cc88-b64b-b78c9de399a1,Cuchilla Ritual Exilio,https://media.valorant-api.com/weaponskins/ed792f00-43a7-cc88-b64b-b78c9de399a1/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
ccde2f25-4525-ef52-e1f0-bd88184bd4a4,Karambit Velocidad,https://media.valorant-api.com/weaponskins/ccde2f25-4525-ef52-e1f0-bd88184bd4a4/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
9c350ebe-458b-e6ed-ab77-2fb00cf249c1,Daga Ruina,https://media.valorant-api.com/weaponskins/9c350ebe-458b-e6ed-ab77-2fb00cf249c1/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c8b926df-4554-1b07-5a43-a9850bafca96,Hacha .SYS,https://media.valorant-api.com/weaponskins/c8b926df-4554-1b07-5a43-a9850bafca96/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
cdcfab50-425d-6410-7a54-6aa913b7ce48,Hacha Nuevo Oeste,https://media.valorant-api.com/weaponskins/cdcfab50-425d-6410-7a54-6aa913b7ce48/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
dfe96f5a-4be0-c3f4-8e31-7f962bca2ade,Guadaña Almas Perdidas,https://media.valorant-api.com/weaponskins/dfe96f5a-4be0-c3f4-8e31-7f962bca2ade/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
3e633a9a-482a-30fb-90da-059ff6cd400b,Espadas de Primordia,https://media.valorant-api.com/weaponskins/3e633a9a-482a-30fb-90da-059ff6cd400b/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
e100dff1-4cf5-54ec-aa65-6fadbc22973b,Hacha Suprema,,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
9237e734-4a2a-38ae-7438-6cbee901877d,Karambit Supremo//2.0,https://media.valorant-api.com/weaponskins/9237e734-4a2a-38ae-7438-6cbee901877d/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
dc6cb084-4fb2-89cf-2113-4facb7767e9f,Cuchillo XERØFANG,https://media.valorant-api.com/weaponskins/dc6cb084-4fb2-89cf-2113-4facb7767e9f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
908be835-43bc-b728-35a4-0fa91f612cc0,Melee Industrial,https://media.valorant-api.com/weaponskins/908be835-43bc-b728-35a4-0fa91f612cc0/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
4ef258bb-49bf-74c5-3405-16a041cb7306,Martillo Guardrail,https://media.valorant-api.com/weaponskins/4ef258bb-49bf-74c5-3405-16a041cb7306/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
9b6d0e3d-43eb-e9d5-4069-2194e02d6e6e,Cuchillo Mariposa Mercado.Negro,https://media.valorant-api.com/weaponskins/9b6d0e3d-43eb-e9d5-4069-2194e02d6e6e/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
82fbfa4c-4bac-a6da-c5ed-00898e83637f,Impulso ,https://media.valorant-api.com/weaponskins/82fbfa4c-4bac-a6da-c5ed-00898e83637f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6fa830c2-4924-87b2-1510-2fa4fbdca1db,Cuchillo Prismático,https://media.valorant-api.com/weaponskins/6fa830c2-4924-87b2-1510-2fa4fbdca1db/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
0c07c7f3-4532-bc57-d474-26b3b39a38e6,Hacha Prismática III,https://media.valorant-api.com/weaponskins/0c07c7f3-4532-bc57-d474-26b3b39a38e6/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
b1e9530d-4618-4f2e-1b75-f1a90c91b19e,Espada Rota del Rey Arruinado,https://media.valorant-api.com/weaponskins/b1e9530d-4618-4f2e-1b75-f1a90c91b19e/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
f82aa022-4a6c-fa40-105d-92af6510ae1b,Cuchillo Kingdom,https://media.valorant-api.com/weaponskins/f82aa022-4a6c-fa40-105d-92af6510ae1b/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
83e8641b-41d0-821d-5eeb-5999e9294a0c,Cuchilla K/TAC,https://media.valorant-api.com/weaponskins/83e8641b-41d0-821d-5eeb-5999e9294a0c/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
2e4300f9-49b3-6bbe-af7c-94a6f56ff12e,Equilibrium,https://media.valorant-api.com/weaponskins/2e4300f9-49b3-6bbe-af7c-94a6f56ff12e/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
46163791-47b9-2ef0-d255-aaa5146051bb,Cuchillo Estruendo,https://media.valorant-api.com/weaponskins/46163791-47b9-2ef0-d255-aaa5146051bb/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
80735f79-4eeb-76d4-f390-88898e819d76,Palanca Sueños Diurnos,https://media.valorant-api.com/weaponskins/80735f79-4eeb-76d4-f390-88898e819d76/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
8e760310-4d95-354b-a910-049eaa4d2fc6,Catrina,https://media.valorant-api.com/weaponskins/8e760310-4d95-354b-a910-049eaa4d2fc6/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
16da5cca-49bc-2516-8ee6-c98d93e2d911,Cuchillo Espina Iridiana,https://media.valorant-api.com/weaponskins/16da5cca-49bc-2516-8ee6-c98d93e2d911/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
7d45aaad-4ac9-77b1-e7ca-3991be5721dd,Abanico Celestial,https://media.valorant-api.com/weaponskins/7d45aaad-4ac9-77b1-e7ca-3991be5721dd/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
4af88517-4949-9caa-9dda-1980f07202a4,Cuchillo Lujo,https://media.valorant-api.com/weaponskins/4af88517-4949-9caa-9dda-1980f07202a4/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c18e781e-40a0-80e6-256a-54ae7355e7eb,Electrocuchillo Magepunk,https://media.valorant-api.com/weaponskins/c18e781e-40a0-80e6-256a-54ae7355e7eb/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
59f627f1-42f3-670d-5323-3499c2913289,Guantelete de Choque Magepunk,https://media.valorant-api.com/weaponskins/59f627f1-42f3-670d-5323-3499c2913289/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6029ac35-4eca-8428-26d5-0896013e4c63,Cortachispas Magepunk,https://media.valorant-api.com/weaponskins/6029ac35-4eca-8428-26d5-0896013e4c63/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
f6cfd500-4eab-3c1d-9eeb-188e90731692,Daga Spline,https://media.valorant-api.com/weaponskins/f6cfd500-4eab-3c1d-9eeb-188e90731692/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
62a52d27-4c08-104c-3bd0-22be86848cc3,Báculo Ruyi,https://media.valorant-api.com/weaponskins/62a52d27-4c08-104c-3bd0-22be86848cc3/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6bea8564-48a8-5011-dbf7-a2856713de08,Cuchilla Overdrive,https://media.valorant-api.com/weaponskins/6bea8564-48a8-5011-dbf7-a2856713de08/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
ec04e1a4-4067-bb9c-c18b-46a80e5f3f1f,Martillo Furia Carmesí,https://media.valorant-api.com/weaponskins/ec04e1a4-4067-bb9c-c18b-46a80e5f3f1f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
3209e2af-4703-088b-ebef-8da89b4cef87,Arco Génesis,,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
e37229ed-4ddf-5e7e-e744-8fba60fa2c37,Kuronami no Yaiba,https://media.valorant-api.com/weaponskins/e37229ed-4ddf-5e7e-e744-8fba60fa2c37/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
46664f5b-49ca-3e09-4fe5-56bdef536335,Espada de Energía Ion,https://media.valorant-api.com/weaponskins/46664f5b-49ca-3e09-4fe5-56bdef536335/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
a590c03a-43b1-a408-4c6b-0bb9fdda1570,Karambit Ion,https://media.valorant-api.com/weaponskins/a590c03a-43b1-a408-4c6b-0bb9fdda1570/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
206fc3fe-45a0-6c19-c367-229b98b6a2aa,Garra Oni,https://media.valorant-api.com/weaponskins/206fc3fe-45a0-6c19-c367-229b98b6a2aa/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
4e7342a5-4820-2d79-a488-0fa51a4357f7,Kunitsuna Onimaru,https://media.valorant-api.com/weaponskins/4e7342a5-4820-2d79-a488-0fa51a4357f7/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
feb4eb97-4ab3-793a-9a92-1b8af59dc023,Taladro de Impacto Criostasis,https://media.valorant-api.com/weaponskins/feb4eb97-4ab3-793a-9a92-1b8af59dc023/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
c39f405f-42f1-acd1-a350-d3af39c32e33,Florete Artífice,,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
239ed20b-479c-e08e-c4b5-6ba0394576d4,Unidad administrativa personal melee ,https://media.valorant-api.com/weaponskins/239ed20b-479c-e08e-c4b5-6ba0394576d4/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
07409307-46cc-98db-ec92-ceb04a865f73,Descenso de la Luna,https://media.valorant-api.com/weaponskins/07409307-46cc-98db-ec92-ceb04a865f73/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
b5f42a00-425a-6fdf-61af-bb9a564c3d79,Diseño favorito aleatorio,https://media.valorant-api.com/weaponskins/b5f42a00-425a-6fdf-61af-bb9a564c3d79/displayicon.png,,es-MX
0357caf1-41a9-cb1c-c080-38aab13d9a7e,Bastón Atomizador Radial de Momento Angular,https://media.valorant-api.com/weaponskins/0357caf1-41a9-cb1c-c080-38aab13d9a7e/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
d78eef32-4531-0f68-f2d2-d28c52ecea38,Espada Orión,https://media.valorant-api.com/weaponskins/d78eef32-4531-0f68-f2d2-d28c52ecea38/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
6fd8cc46-48b3-f02c-46e3-cba372e7a328,Reliquia del Centinela,https://media.valorant-api.com/weaponskins/6fd8cc46-48b3-f02c-46e3-cba372e7a328/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
a03598b3-4879-3380-eb4c-d6b2d29dd565,Dagas Reliquias Pedregosas,https://media.valorant-api.com/weaponskins/a03598b3-4879-3380-eb4c-d6b2d29dd565/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
2da73e96-46e9-7161-531b-54a293acc4f2,Espada Acoralada,https://media.valorant-api.com/weaponskins/2da73e96-46e9-7161-531b-54a293acc4f2/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
4e2fd704-4372-a082-8423-c4a1da4d62f1,Cuchillo Transición,https://media.valorant-api.com/weaponskins/4e2fd704-4372-a082-8423-c4a1da4d62f1/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
52a1647c-42d9-b40e-16cf-a7821566ad81,Varita Nevada,,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
0aecb2b8-49cc-560e-42c7-6cbce44f05cf,Cuchillo Sepulcral,https://media.valorant-api.com/weaponskins/0aecb2b8-49cc-560e-42c7-6cbce44f05cf/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
b73d7b16-4652-bc5b-5c4c-068aabb19d0a,Karambit Sepulcral,https://media.valorant-api.com/weaponskins/b73d7b16-4652-bc5b-5c4c-068aabb19d0a/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
f4e40444-43f3-e6f7-3271-bdb7d1492b05,Prosperidad,https://media.valorant-api.com/weaponskins/f4e40444-43f3-e6f7-3271-bdb7d1492b05/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
2e77ac95-4681-3d87-bbdc-93a50ff6b1f6,Espada Soberana,https://media.valorant-api.com/weaponskins/2e77ac95-4681-3d87-bbdc-93a50ff6b1f6/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
39cf499b-4f82-e875-5320-b0a1d7fc58d4,Navaja Mariposa Recon,https://media.valorant-api.com/weaponskins/39cf499b-4f82-e875-5320-b0a1d7fc58d4/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,es-MX
